SESSION_ID,SESSION_DATE,SESSION_STARTED_TIME,SESSION_MODE,SESSION_CLOSED_REMARK,PRESENTATION_ID,PRESENTATION_NAME,PRODUCT,THERAPY_NAME,RA_OR_PA,PRESENTATION_MIX_TYPE,SESSION_TYPE,USER_NAME,TIME_IN_HRS,CALL_ID,ACC_ID,H_ACC_NAME__C,PRESENTATIONS_CUSTOMER_TYPE,ACC_RECORD_TYPE,ACC_CORE_TYPE,TERRITORY,MLS_ID,IS_ACTIVE,THERAPY,RESOURCE_FILETYPE,POWERPOINT_TYPE,PRODUCTS,CALL_STATUS,MSL
4001935,04-12-2023,,Practice,false,40535,10,Product 6,Therapy 1,Reactive,Reactive,normal,11,0.000509259,,,,,,,,5236,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Gloria
4000955,30-07-2023,,Live,false,41609,1,Product 6,Therapy 1,Reactive,Reactive,normal,11,0.001250000,,,,,,,9786-CTT_IN_T9706,4783,true,Therapy 1,HTML,Slide,Product 6,Unlinked,Gloria
4000411,02-06-2023,,Live,true,41158,4,Product 2,Therapy 2,Reactive,Reactive,normal,11,0.010740741,,,,,,,1969-CTT_IN_T1704,4986,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Unlinked,Gloria
4000939,03-04-2024,,Practice,false,41632,3,Product 4,Therapy 2,Reactive,Reactive,normal,11,0.021932870,,,,,,,,5232,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Gloria
4001352,06-09-2023,,Practice,true,41435,4,Product 4,Therapy 2,Reactive,Reactive,normal,11,0.000393519,,,,,,,,5465,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Gloria
4001311,15-02-2024,02:49:00.000,Live,true,40865,8,Product 1,Therapy 1,Reactive,Reactive,normal,11,0.007627315,,,,,,,,4884,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Gloria
4001949,12-10-2023,,Live,false,41844,4,Product 1,Therapy 1,Reactive,Reactive,normal,11,0.002199074,,,,,,,9785-CTT_IN_T9101,5029,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Gloria
4000116,19-09-2023,,Live,false,41330,1,Product 1,Therapy 1,Reactive,Reactive,normal,11,0.000208333,,,,,,,,4876,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Gloria
4000571,07-05-2023,,Live,true,41202,3,Product 1,Therapy 1,Reactive,Reactive,normal,11,0.010324074,t65Cb24245ZwzYeIZJ,,,,,,,5348,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Linked,Gloria
4001064,17-05-2023,,Live,true,40533,7,Product 1,Therapy 1,Reactive,Reactive,normal,11,0.000648148,,,,,,,9786-CTT_IN_T9706,5472,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Gloria
4001373,17-01-2024,,Live,true,40969,7,Product 1,Therapy 1,Reactive,Reactive,normal,11,0.000115741,,,,,,,,4841,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Gloria
4000893,24-08-2023,,Live,false,41144,7,Product 1,Therapy 1,Reactive,Reactive,normal,11,0.003761574,,,,,,,,4661,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Gloria
4001387,16-09-2023,,Live,false,41772,1,Product 6,Therapy 1,Reactive,Reactive,normal,11,0.000266204,,,,,,,9786-CTT_IN_T9706,5202,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Gloria
4000013,06-06-2023,,Practice,false,41491,4,Product 6,Therapy 1,Reactive,Reactive,normal,11,0.005706019,,,,,,,9549-CTT_IN_T9109,4908,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Gloria
4001074,03-01-2024,23:43:00.000,Live,false,40642,9,Product 11,Therapy 3,Reactive,Reactive,normal,13,0.001134259,,,,,,,,5253,true,Therapy 3,PowerPoint,IS - PPTX/PDF,Product 11,Unlinked,Jorge
4000877,11-07-2024,20:54:00.000,Live,true,41739,7,Product 4,Therapy 2,Reactive,Reactive,normal,13,0.000972222,,,,,,,1968-CTT_IN_T1709,4724,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Jorge
4001031,15-04-2024,08:44:00.000,Practice,true,40172,9,Product 4,Therapy 2,Reactive,Reactive,normal,13,0.008067130,,,,,,,,5311,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Jorge
4000528,11-02-2024,06:40:00.000,Live,true,41717,10,Product 4,Therapy 2,Reactive,Reactive,normal,13,0.002442130,,,,,,,1968-CTT_IN_T1709,5139,true,Therapy 2,Video,NIS - PPT,Product 4,Unlinked,Jorge
4000368,14-05-2023,,Live,false,40229,8,Product 6,Therapy 1,Reactive,Reactive,normal,13,0.002916667,,,,CO,Prescriber,Core,,4718,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Jorge
4001559,17-02-2023,,Practice,false,41579,1,Product 6,Therapy 1,Reactive,Reactive,normal,13,0.001689815,,,,,,,9600-CTT_IN_T9901,5360,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Jorge
4000760,26-04-2023,,Practice,false,41796,2,Product 6,Therapy 1,Reactive,Reactive,normal,13,0.002129630,,,,,,,,4831,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Jorge
4001900,30-01-2023,,Practice,false,40519,7,Product 6,Therapy 1,Reactive,Reactive,normal,13,0.000949074,,,,,,,,5013,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Jorge
4001339,18-10-2023,,Practice,true,40142,8,Product 6,Therapy 1,Reactive,Reactive,normal,13,0.000231481,,,,,,,9600-CTT_IN_T9901,4767,true,Therapy 1,HTML,Slide,Product 6,Unlinked,Jorge
4000861,30-03-2024,,Live,true,41594,4,Product 6,Therapy 1,Reactive,Reactive,normal,13,0.000243056,,,,,,,9761-CTT_IN_T9705,4983,true,Therapy 1,PowerPoint,NIS - PPT,Product 6,Unlinked,Jorge
4001741,13-11-2023,,Practice,false,40523,2,Product 6,Therapy 1,Reactive,Reactive,normal,13,0.003032407,,,,,,,,4648,true,Therapy 1,PowerPoint,NIS - PPT,Product 6,Unlinked,Jorge
4000909,17-10-2023,,Live,false,40054,8,Product 6,Therapy 1,Reactive,Reactive,normal,13,0.002268519,,,,,,,9786-CTT_IN_T9706,4660,true,Therapy 1,Video,NIM - Video,Product 6,Unlinked,Jorge
4000555,07-02-2023,,Practice,true,41405,2,Product 7,Therapy 1,Reactive,Reactive,normal,13,0.006724537,,,,,,,,4605,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 7,Unlinked,Jorge
4001002,25-04-2024,,Live,true,41702,5,Product 4,Therapy 2,Reactive,Reactive,normal,13,0.001307870,t65Cb24245ZcxppIZB,,,OTH,,,,4836,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Linked,Jorge
4000162,13-05-2024,,Practice,false,41273,5,Product 4,Therapy 2,Reactive,Reactive,normal,13,0.001701389,,,,,,,,4865,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Jorge
4001234,10-11-2023,,Practice,true,40243,1,Product 4,Therapy 2,Reactive,Reactive,normal,13,0.002476852,,,,,,,,4633,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Jorge
4000431,15-07-2023,,Practice,false,41376,6,Product 4,Therapy 2,Reactive,Reactive,normal,13,0.003414352,,,,,,,9784-CTT_IN_T1707,4603,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Jorge
4000998,07-04-2024,07:56:00.000,Live,false,41482,10,Product 1,Therapy 1,Reactive,Reactive,normal,13,0.000231481,,,,,,,,5256,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Jorge
4000393,01-04-2023,,Practice,false,40203,4,Product 1,Therapy 1,Reactive,Reactive,normal,13,0.001354167,,,,,,,,5028,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Jorge
4001061,06-01-2024,,Practice,true,41113,1,Product 1,Therapy 1,Reactive,Reactive,normal,13,0.000752315,,,,,,,,5193,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Jorge
4000918,28-11-2023,,Practice,true,40886,6,Product 6,Therapy 1,Reactive,Reactive,normal,13,0.017569444,,,,,,,,4802,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Jorge
4000237,03-10-2023,13:40:00.000,Practice,true,41747,7,Product 7,Therapy 2,Reactive,Reactive,normal,2,0.004039352,,,,,,,9784-CTT_IN_T1707,5446,true,Therapy 2,PowerPoint,NIS - PPT,Product 7,Unlinked,Amanda
4001435,05-04-2023,15:31:00.000,Practice,true,40769,1,Product 15,Therapy 1,Reactive,Reactive,normal,2,0.000138889,,,,,,,,5632,true,Therapy 1,PowerPoint,Non Interactive Slides - PPT,Product 15,Unlinked,Amanda
4001575,14-09-2023,11:11:00.000,Practice,false,40374,10,Product 4,Therapy 2,Reactive,Reactive,normal,2,0.002905093,,,,,,,,4836,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Amanda
4000405,04-03-2023,01:25:00.000,Live,true,41472,6,Product 4,Therapy 2,Reactive,Reactive,normal,2,0.003425926,,,,,,,1968-CTT_IN_T1709,5234,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Amanda
4000234,02-05-2023,04:45:00.000,Live,true,41628,8,Product 4,Therapy 2,Reactive,Reactive,normal,2,0.001840278,t65Cb24245Zcx9JIZR,,,OTH,,,,4521,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Linked,Amanda
4000963,03-08-2023,17:04:00.000,Practice,true,40786,1,Product 4,Therapy 2,Reactive,Reactive,normal,2,0.000520833,,,,,,,,4964,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Amanda
4000116,06-02-2023,21:26:00.000,Practice,true,41470,4,Product 7,Therapy 1,Reactive,Reactive,normal,2,0.000590278,,,,,,,,4791,true,Therapy 1,PowerPoint,NIS - PPT,Product 7,Unlinked,Amanda
4000913,31-01-2023,14:51:00.000,Live,true,41864,5,Product 6,Therapy 1,Reactive,Reactive,normal,2,0.014270833,,,,,,,9761-CTT_IN_T9705,4910,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Amanda
4001283,05-04-2024,,Live,false,41359,6,Product 6,Therapy 1,Reactive,Reactive,normal,2,0.002928241,,,,,,,9786-CTT_IN_T9706,4866,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Amanda
4001279,07-07-2024,,Live,false,41072,4,Product 6,Therapy 1,Reactive,Reactive,normal,2,0.033506944,,,,,,,,4864,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Amanda
4000611,10-02-2024,,Live,false,40784,4,Product 6,Therapy 1,Reactive,Reactive,normal,2,0.000509259,,,,,,,,4995,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Amanda
4001855,02-05-2023,,Live,true,40532,6,Product 6,Therapy 1,Reactive,Reactive,normal,2,0.015532407,t65Cb24245ZcwdbIZB,1157h00001wqp5CZZQ,2278h22221CJFkMZZX,OTH,,,9600-CTT_IN_T9901,4937,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Linked,Amanda
4000102,26-04-2023,,Live,false,40059,10,Product 6,Therapy 1,Reactive,Reactive,normal,2,0.000949074,,,,CO,Prescriber,Core,,4577,true,Therapy 1,HTML,Slide,Product 6,Unlinked,Amanda
4000688,28-04-2023,,Live,false,40891,2,Product 6,Therapy 1,Reactive,Reactive,normal,2,0.000798611,,,,,,,9769-CTT_IN_T9704,5115,true,Therapy 1,PowerPoint,NIS - PPT,Product 6,Unlinked,Amanda
4000825,14-01-2024,,Live,true,40698,1,Product 6,Therapy 1,Reactive,Reactive,normal,2,0.012523148,,,,,,,9769-CTT_IN_T9704,4707,true,Therapy 1,PowerPoint,NIS - PPT,Product 6,Unlinked,Amanda
4000900,28-10-2023,,Live,true,40047,10,Product 6,Therapy 1,Reactive,Reactive,normal,2,0.005578704,,,,,,,,4891,true,Therapy 1,Video,NIM - Video,Product 6,Unlinked,Amanda
4001383,08-05-2024,,Live,true,41336,10,Product 6,Therapy 1,Reactive,Reactive,normal,2,0.003761574,,,,,,,,4722,true,Therapy 1,Video,NIM - Video,Product 6,Unlinked,Amanda
4001298,25-01-2024,,Practice,true,40091,6,Product 4,Therapy 2,Reactive,Reactive,normal,2,1.042951389,,,,,,,,4745,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Amanda
4000244,20-07-2023,,Live,true,41624,10,Product 1,Therapy 1,Reactive,Reactive,normal,2,0.000196759,,,,,,,,5286,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Amanda
4000688,15-01-2024,,Live,true,41880,3,Product 2,Therapy 2,Reactive,Reactive,normal,2,0.000231481,t65Cb24245ZcwFWIZZ,,,OTH,,,1969-CTT_IN_T1704,5494,true,Therapy 2,Video,NIM - Video,Product 2,Linked,Amanda
4001500,15-01-2024,,Live,false,40904,9,Product 8,Therapy 1,Reactive,Reactive,normal,2,0.001597222,,,,,,,9769-CTT_IN_T9704,5382,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Amanda
4000110,07-05-2024,,Live,false,41755,2,Product 8,Therapy 1,Reactive,Reactive,normal,2,0.038923611,,,,,,,,5347,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Amanda
4001474,04-07-2024,,Live,true,41851,1,Product 2,Therapy 2,Reactive,Reactive,normal,2,0.000729167,t65Cb24245ZcxUoIZJ,,,OTH,,,9784-CTT_IN_T1707,5067,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Linked,Amanda
4000574,21-01-2023,,Live,true,40740,2,Product 6,Therapy 1,Reactive,Reactive,normal,2,0.000486111,,,,,,,9761-CTT_IN_T9705,4505,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Amanda
4000324,09-06-2024,,Practice,true,41925,8,Product 6,Therapy 1,Reactive,Reactive,normal,2,0.000567130,,,,,,,,5343,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Amanda
4000566,20-11-2023,13:46:00.000,Practice,false,41713,7,Product 4,Therapy 2,Reactive,Reactive,normal,10,0.004745370,,,,,,,,4815,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Elvin
4001950,12-05-2023,23:09:00.000,Practice,true,41889,4,Product 4,Therapy 2,Reactive,Reactive,normal,10,0.000590278,,,,,,,,5246,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 4,Unlinked,Elvin
4001670,08-04-2023,21:40:00.000,Live,true,41888,7,Product 7,Therapy 2,Reactive,Reactive,normal,10,0.033182870,,,,,,,1968-CTT_IN_T1709,4643,true,Therapy 2,PowerPoint,NIS - PPT,Product 7,Unlinked,Elvin
4001220,30-08-2023,10:58:00.000,Practice,true,41538,3,Product 7,Therapy 1,Reactive,Reactive,normal,10,0.001064815,,,,,,,,4782,true,Therapy 1,PowerPoint,NIS - PPT,Product 7,Unlinked,Elvin
4000052,08-07-2023,,Live,true,40552,5,Product 6,Therapy 1,Reactive,Reactive,normal,10,0.026701389,,,,,,,9176-CTT_IN_T9107,4715,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Elvin
4000488,18-09-2023,,Live,false,41983,7,Product 6,Therapy 1,Reactive,Reactive,normal,10,0.000231481,,,,,,,9769-CTT_IN_T9704,4847,true,Therapy 1,HTML,Slide,Product 6,Unlinked,Elvin
4000459,08-02-2024,,Live,true,41348,10,Product 6,Therapy 1,Reactive,Reactive,normal,10,0.000578704,,,,,,,,4596,true,Therapy 1,PowerPoint,NIS - PPT,Product 6,Unlinked,Elvin
4000581,18-12-2023,,Live,false,40880,9,Product 6,Therapy 1,Reactive,Reactive,normal,10,0.040868056,,,,,,,,4704,true,Therapy 1,PowerPoint,NIS - PPT,Product 6,Unlinked,Elvin
4001778,29-06-2023,,Live,false,41955,2,Product 6,Therapy 1,Reactive,Reactive,normal,10,0.000115741,,,,CO,Prescriber,Core,,4548,true,Therapy 1,Video,NIM - Video,Product 6,Unlinked,Elvin
4000097,29-05-2023,,Live,true,40117,6,Product 4,Therapy 2,Reactive,Reactive,normal,10,0.001064815,t65Cb24245Zcv7bIZB,,,OTH,,,,5167,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Linked,Elvin
4001614,24-03-2023,,Live,true,40494,6,Product 4,Therapy 2,Reactive,Reactive,normal,10,0.000254630,,,,,,,9784-CTT_IN_T1707,4584,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Elvin
4001550,19-11-2023,,Live,true,41665,8,Product 4,Therapy 2,Reactive,Reactive,normal,10,0.000300926,t65Cb24245ZcxxEIZR,,2278h22222H31poZZB,OTH,,,,5491,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Linked,Elvin
4000769,12-12-2023,,Practice,true,41436,8,Product 4,Therapy 2,Reactive,Reactive,normal,10,0.001145833,,,,,,,,5229,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Elvin
4001113,12-10-2023,18:02:00.000,Practice,true,40571,2,Product 1,Therapy 1,Reactive,Reactive,normal,10,0.003032407,,,,,,,,5345,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Elvin
4000725,01-03-2024,,Live,false,41668,5,Product 1,Therapy 1,Reactive,Reactive,normal,10,0.002766204,,,,,,,,5474,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Elvin
4000553,15-11-2023,,Practice,false,40321,5,Product 1,Therapy 1,Reactive,Reactive,normal,10,0.006099537,,,,,,,,4678,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Elvin
4001447,12-09-2023,,Practice,true,41379,5,Product 1,Therapy 1,Reactive,Reactive,normal,10,0.002083333,,,,,,,9176-CTT_IN_T9107,4768,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Elvin
4000812,11-02-2023,,Practice,true,41989,6,Product 6,Therapy 1,Reactive,Reactive,normal,10,0.001446759,,,,,,,,4911,true,Therapy 1,PDF,NIS - PDF,Product 6,Unlinked,Elvin
4000152,30-04-2023,,Live,false,41659,4,Product 8,Therapy 1,Reactive,Reactive,normal,10,0.003344907,,,,,,,,5310,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Elvin
4001930,11-05-2023,,Practice,true,41388,9,Product 2,Therapy 2,Reactive,Reactive,normal,10,0.001076389,,,,,,,9784-CTT_IN_T1707,5188,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Unlinked,Elvin
4001783,27-04-2023,,Live,false,41910,1,Product 6,Therapy 1,Reactive,Reactive,normal,10,0.003032407,,,,,,,,4897,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Elvin
4000658,24-08-2023,,Practice,false,41022,4,Product 6,Therapy 1,Reactive,Reactive,normal,10,0.001643519,t65Cb24245ZcwlZIZR,1157t24245g1NjxZZE,2278h24245g1NjxZZE,OTH,,,9787-CTT_IN_T9904,5360,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Linked,Elvin
4000589,19-06-2024,03:03:00.000,Practice,true,40684,9,Product 2,Therapy 2,Reactive,Reactive,normal,18,0.000231481,,,,,,,,4898,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 2,Unlinked,Merry
4001385,19-03-2023,20:41:00.000,Live,false,40980,4,Product 4,Therapy 2,Reactive,Reactive,normal,18,0.001597222,,,,,,,1968-CTT_IN_T1709,5216,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Merry
4001805,28-07-2024,14:44:00.000,Practice,true,40959,1,Product 4,Therapy 2,Reactive,Reactive,normal,18,0.001087963,,,,,,,,4639,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Merry
4000895,05-08-2023,13:03:00.000,Practice,false,41025,3,Product 4,Therapy 2,Reactive,Reactive,normal,18,0.038703704,,,,,,,,4824,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Merry
4000320,27-12-2023,13:40:00.000,Practice,true,40502,9,Product 5,Therapy 2,Reactive,Reactive,normal,18,0.017592593,,,,,,,,4834,true,Therapy 2,PowerPoint,NIS - PPT,Product 5,Unlinked,Merry
4001339,01-05-2024,,Live,true,41195,5,Product 6,Therapy 1,Reactive,Reactive,normal,18,0.000370370,t65Cb24245Zcx2hIZB,,2278h22221PQtUQZZ1,OTH,,,,5299,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Linked,Merry
4001470,22-11-2023,,Live,true,41198,10,Product 6,Therapy 1,Reactive,Reactive,normal,18,0.000347222,,,,,,,,4959,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Merry
4001648,21-09-2023,,Live,false,40393,2,Product 6,Therapy 1,Reactive,Reactive,normal,18,0.045879630,,,,,,,,4848,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Merry
4000351,03-10-2023,,Live,true,41758,9,Product 6,Therapy 1,Reactive,Reactive,normal,18,0.028993056,,,,,,,9786-CTT_IN_T9706,4665,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Merry
4001042,09-07-2023,,Live,false,41925,8,Product 6,Therapy 1,Reactive,Reactive,normal,18,0.002557870,,,,,,,,4651,true,Therapy 1,PowerPoint,NIS - PPT,Product 6,Unlinked,Merry
4000825,22-03-2024,,Practice,true,41113,4,Product 4,Therapy 2,Reactive,Reactive,normal,18,0.000578704,,,,,,,,5091,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Merry
4000459,18-05-2023,,Live,false,41159,5,Product 4,Therapy 2,Reactive,Reactive,normal,18,0.003969907,,,,,,,1968-CTT_IN_T1709,4785,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Merry
4000597,10-02-2023,,Practice,false,41572,9,Product 4,Therapy 2,Reactive,Reactive,normal,18,0.003923611,,,,,,,,5495,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Merry
4000540,29-09-2023,10:28:00.000,Practice,false,41941,10,Product 1,Therapy 1,Reactive,Reactive,normal,18,0.005277778,,,,,,,,4962,true,Therapy 1,PowerPoint,NIS - PPT,Product 1,Unlinked,Merry
4000437,08-04-2023,08:17:00.000,Live,false,41404,8,Product 1,Therapy 1,Reactive,Reactive,normal,18,0.001145833,,,,,,,,4744,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Merry
4000973,11-03-2023,03:05:00.000,Live,true,40299,4,Product 1,Therapy 1,Reactive,Reactive,normal,18,0.002685185,t65Cb24245Zwzc5IZB,,2278h24245g1YGhZZM,OTH,,,,4714,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Linked,Merry
4001493,10-12-2023,18:33:00.000,Practice,false,40447,1,Product 1,Therapy 1,Reactive,Reactive,normal,18,0.000324074,,,,,,,9785-CTT_IN_T9101,4631,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Merry
4000547,22-11-2023,01:14:00.000,Live,true,41226,9,Product 1,Therapy 1,Reactive,Reactive,normal,18,0.000902778,,,,,,,9786-CTT_IN_T9706,5183,true,Therapy 1,PowerPoint,NIS - PPT,Product 1,Unlinked,Merry
4000234,04-05-2023,,Live,true,40187,9,Product 1,Therapy 1,Reactive,Reactive,normal,18,0.006875000,,,,,,,,4724,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Merry
4001263,01-02-2024,,Live,true,40845,9,Product 1,Therapy 1,Reactive,Reactive,normal,18,0.000972222,,,,,,,9786-CTT_IN_T9706,5313,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Merry
4001346,28-04-2024,,Live,true,41405,10,Product 1,Therapy 1,Reactive,Reactive,normal,18,0.000254630,,,,,,,9769-CTT_IN_T9704,4856,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Merry
4000740,26-02-2024,,Live,false,41365,3,Product 8,Therapy 1,Reactive,Reactive,normal,18,0.005509259,,,,,,,9769-CTT_IN_T9704,4830,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Merry
4001128,11-06-2023,,Live,true,41930,10,Product 6,Therapy 1,Reactive,Reactive,normal,18,0.002442130,,,,,,,,5195,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Merry
4001628,28-06-2023,,Practice,false,41083,1,Product 6,Therapy 1,Reactive,Reactive,normal,18,0.004189815,,,,,,,,5437,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Merry
4000948,05-01-2024,01:59:00.000,Live,false,41883,8,Product 11,Therapy 3,Reactive,Reactive,normal,8,0.003946759,,,,,,,,5115,true,Therapy 3,PowerPoint,IS - PPTX/PDF,Product 11,Unlinked,Dimtri
4001973,27-03-2023,22:32:00.000,Practice,true,41621,8,Product 2,Therapy 2,Reactive,Reactive,normal,8,0.000648148,,,,,,,,4938,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 2,Unlinked,Dimtri
4000459,28-08-2023,09:58:00.000,Practice,true,41706,10,Product 2,Therapy 2,Reactive,Reactive,normal,8,0.000763889,,,,,,,1969-CTT_IN_T1704,5060,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 2,Unlinked,Dimtri
4001206,03-04-2024,15:09:00.000,Practice,false,40272,7,Product 4,Therapy 2,Reactive,Reactive,normal,8,0.019826389,,,,,,,,4823,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Dimtri
4001811,14-04-2024,15:53:00.000,Practice,false,41525,10,Product 4,Therapy 2,Reactive,Reactive,normal,8,0.020682870,,,,,,,,4927,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Dimtri
4001394,04-03-2024,15:41:00.000,Practice,true,41712,9,Product 4,Therapy 2,Reactive,Reactive,normal,8,0.002997685,,,,,,,,4830,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Dimtri
4000236,07-09-2023,14:30:00.000,Live,true,41695,9,Product 4,Therapy 2,Reactive,Reactive,normal,8,0.002731481,,,,,,,1968-CTT_IN_T1709,5160,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Dimtri
4001769,14-07-2024,11:23:00.000,Live,false,40840,4,Product 4,Therapy 2,Reactive,Reactive,normal,8,0.008831019,,,,,,,1968-CTT_IN_T1709,4823,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Dimtri
4001611,21-06-2023,10:19:00.000,Live,true,40161,7,Product 4,Therapy 2,Reactive,Reactive,normal,8,0.000682870,,,,,,,1968-CTT_IN_T1709,4914,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Dimtri
4000357,31-07-2024,,Live,true,40148,4,Product 6,Therapy 1,Reactive,Reactive,normal,8,0.000474537,,,,,,,9769-CTT_IN_T9704,5173,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Dimtri
4000207,02-02-2023,,Live,true,41238,10,Product 6,Therapy 1,Reactive,Reactive,normal,8,0.028125000,,,,,,,9176-CTT_IN_T9107,5489,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Dimtri
