INTERACTION_TYPE,INTERACTION_CATEGORY,VENUE,CREATE_DATE,INTERACTION_VENUE,RESIDENCY_PROGRAM,INITIATIVE,PRODUCT_NAME,PRODUCT__GROUP,DPO_COMPOUND,Customer Type,INITIATIVE__CATEGORY,MSL_ID,MSL,CALL_ID,THERAPY_NAME,CUSTOMER_TYPE,NAME,TOTAL_CLINICAL_PROGRAM_ATTENDEES,IS_PARENT__C,CLINICAL_INTERACTION_DETAIL_ID,INITIATIVES,INTERACTION_NAME,BIFURCATION
Video Conferencing,In-Person,Reactive,26-12-2024,Clinical Program Reactive,FALSE,Initiative 12,Product 1,Product Group 1,Compound 5,Others,Study Support,FE4794E0,Edward,606f6ad5da9e41f29a,THERAPY 2,KOL,WCT-410075,21,FALSE,e99FT714653,Initiative 1,IJ432371,MED
Video Conferencing,Mail,Reactive,16-05-2023,Clinical Program Reactive,FALSE,Initiative 6,Product 2,Product Group 2,Compound 1,Others,Portfolio Management,94EC9B68,Meilena,43e9719a806b4b13b7,THERAPY 3,Non KOL,WCT-410029,19,FALSE,e99FT477820,Initiative 10,IJ282251,MED
Telephone,Call,Proactive,30-12-2023,Clinical Program Proactive,TRUE,Initiative 7,Product 2,Product Group 3,Compound 4,KOL,Study Support,397A7C84,Mathew,2ef07b2391d1434285,THERAPY 1,Non KOL,WCT-410095,20,TRUE,e99FT989478,Initiative 10,IJ547344,COMM
Telephone,Call,Reactive,23-03-2025,Off-Site,TRUE,Initiative 6,Product 2,Product Group 1,Compound 5,KOL,Portfolio Management,78BD3BE5,Shane,00b21ae71f7a447da5,THERAPY 3,KOL,WCT-410610,9,TRUE,e99FT425576,Initiative 7,IJ234634,COMM
Face to Face,In-Person,Other,23-05-2023,Practice-Site,TRUE,Initiative 1,Product 2,Product Group 2,Compound 3,KOL,Portfolio Management,2582324C,Jorge,74eb5025c6254d82ac,THERAPY 3,KOL,WCT-410050,6,FALSE,e99FT496202,Initiative 9,IJ726553,COMM
Video Conferencing,Online,Reactive,09-07-2024,Clinical Program Reactive,TRUE,Initiative 10,Product 1,Product Group 3,Compound 5,Others,Study Support,1DE8DEE9,Robin,9373046619e34deda6,THERAPY 3,KOL,WCT-410342,23,TRUE,e99FT790480,Initiative 3,IJ954370,MED
Video Conferencing,Mail,Proactive,11-04-2023,Clinical Program Reactive,TRUE,Initiative 2,Product 2,Product Group 3,Compound 1,KOL,FAS BTX Differentiations,30BA981B,Dimtri,5ade485cfa57424fa5,THERAPY 1,Non KOL,WCT-410938,17,TRUE,e99FT107314,Initiative 1,IJ764214,COMM
Telephone,Mail,Reactive,04-12-2024,Clinical Program Proactive,FALSE,Initiative 7,Product 1,Product Group 1,Compound 2,KOL,Portfolio Management,10F75C13,Shane,da1b6ba2a91c4985a6,THERAPY 2,Non KOL,WCT-410022,1,FALSE,e99FT872807,Initiative 7,IJ900270,MED
Telephone,Mail,Other,06-11-2023,Off-Site,TRUE,Initiative 7,Product 2,Product Group 1,Compound 3,KOL,Study Support,7EB52088,Jorge,803b8c5b10f94f0494,THERAPY 1,NON-KOL,WCT-410104,6,FALSE,e99FT913847,Initiative 2,IJ178917,MED
Digital,Mail,Other,04-12-2024,Clinical Program Proactive,FALSE,Initiative 5,Product 3,Product Group 3,Compound 2,KOL,FAS BTX Differentiations,7C820E30,Alyssa,b4c38ed4b0ba4cf59b,THERAPY 2,Non KOL,WCT-410844,15,FALSE,e99FT713831,Initiative 2,IJ811481,COMM
Digital,Call,Other,13-10-2023,Off-Site,TRUE,Initiative 10,Product 1,Product Group 3,Compound 1,Others,FAS BTX Differentiations,CCF5659A,Glen,4e68792d4ad843c38c,THERAPY 1,KOL,WCT-410172,10,FALSE,e99FT206507,Initiative 6,IJ162282,COMM
Digital,Online,Other,20-07-2024,Off-Site,FALSE,Initiative 11,Product 3,Product Group 3,Compound 3,KOL,Study Support,24633908,Glen,21328b055ad44d84bc,THERAPY 3,Non KOL,WCT-410576,22,TRUE,e99FT921064,Initiative 12,IJ851752,COMM
Telephone,In-Person,Reactive,01-10-2023,Practice-Site,TRUE,Initiative 11,Product 2,Product Group 1,Compound 2,KOL,Elite Launch Support,F861ACDD,Chris,aebaaa59ee874817ab,THERAPY 1,KOL,WCT-410975,21,FALSE,e99FT999326,Initiative 8,IJ787195,COMM
Face to Face,Call,Proactive,02-04-2025,Practice-Site,FALSE,Initiative 8,Product 2,Product Group 3,Compound 1,KOL,FAS BTX Differentiations,25DD56BC,Meilena,f2bcf81138b44521b3,THERAPY 2,KOL,WCT-410260,20,TRUE,e99FT455980,Initiative 3,IJ828191,MED
Face to Face,In-Person,Reactive,12-12-2023,Clinical Program Proactive,TRUE,Initiative 3,Product 3,Product Group 3,Compound 5,KOL,FAS BTX Differentiations,F9B170FF,Harry,2e341e76393b442c97,THERAPY 3,Non KOL,WCT-410281,8,FALSE,e99FT157377,Initiative 9,IJ395750,COMM
Face to Face,Mail,Other,13-03-2024,Practice-Site,FALSE,Initiative 5,Product 1,Product Group 1,Compound 3,KOL,FAS BTX Differentiations,C66E48D9,Elvin,b09b24a50b02436e96,THERAPY 3,NON-KOL,WCT-410791,4,TRUE,e99FT131380,Initiative 8,IJ722648,MED
Video Conferencing,Mail,Reactive,26-09-2023,Clinical Program Proactive,TRUE,Initiative 7,Product 2,Product Group 3,Compound 4,KOL,Best Clinical Practices,0193B1EA,Steve,8b661de49a24433583,THERAPY 2,NON-KOL,WCT-410522,25,TRUE,e99FT302889,Initiative 3,IJ816813,MED
Digital,In-Person,Proactive,28-06-2024,Practice-Site,FALSE,Initiative 4,Product 2,Product Group 1,Compound 2,KOL,FAS BTX Differentiations,DDEB660A,Shane,a2c6e4f9400d4317a7,THERAPY 1,KOL,WCT-410095,15,TRUE,e99FT990777,Initiative 12,IJ461480,COMM
Digital,In-Person,Proactive,12-03-2025,Practice-Site,FALSE,Initiative 5,Product 2,Product Group 3,Compound 1,KOL,Elite Launch Support,69D03CB6,Robin,27bea8e5aaff418b93,THERAPY 2,Non KOL,WCT-410883,18,TRUE,e99FT378910,Initiative 7,IJ229899,MED
Digital,Call,Other,24-09-2023,Off-Site,FALSE,Initiative 1,Product 2,Product Group 1,Compound 2,KOL,Portfolio Management,E28972AC,Dimtri,1d6766127c5c402e9b,THERAPY 1,KOL,WCT-410548,3,FALSE,e99FT111000,Initiative 9,IJ398709,MED
Telephone,Call,Proactive,08-01-2025,Clinical Program Proactive,FALSE,Initiative 8,Product 2,Product Group 2,Compound 1,KOL,Best Clinical Practices,44088FF6,Mathew,c036e82b4a584bb1bb,THERAPY 3,NON-KOL,WCT-410701,15,TRUE,e99FT266488,Initiative 10,IJ861611,MED
Face to Face,Mail,Proactive,17-03-2025,Clinical Program Reactive,FALSE,Initiative 8,Product 2,Product Group 1,Compound 5,KOL,Portfolio Management,270F185C,Glen,9420797551de46cf90,THERAPY 3,KOL,WCT-410251,3,TRUE,e99FT535907,Initiative 3,IJ292794,COMM
Face to Face,In-Person,Reactive,07-02-2025,Practice-Site,TRUE,Initiative 4,Product 2,Product Group 3,Compound 1,Others,Portfolio Management,A454B841,Steve,89b809ca6685469f80,THERAPY 3,KOL,WCT-410214,12,TRUE,e99FT287777,Initiative 4,IJ940182,MED
Telephone,Call,Proactive,11-09-2023,Off-Site,TRUE,Initiative 7,Product 2,Product Group 2,Compound 3,Others,Elite Launch Support,EB589606,Collin,6b097bf454874e45bc,THERAPY 3,NON-KOL,WCT-410138,18,TRUE,e99FT178193,Initiative 5,IJ821503,COMM
Video Conferencing,Mail,Proactive,31-10-2024,Clinical Program Reactive,FALSE,Initiative 12,Product 1,Product Group 1,Compound 5,Others,Elite Launch Support,3DF0DB48,Collin,0856cf04eb664362b2,THERAPY 1,KOL,WCT-410935,11,TRUE,e99FT892384,Initiative 2,IJ805958,MED
Digital,Online,Proactive,21-09-2023,Clinical Program Proactive,TRUE,Initiative 2,Product 3,Product Group 2,Compound 3,KOL,FAS BTX Differentiations,2C284BB2,Daniella,5e370e219eb94c35a2,THERAPY 2,Non KOL,WCT-410398,23,FALSE,e99FT878896,Initiative 3,IJ472966,COMM
Face to Face,Online,Proactive,13-01-2024,Practice-Site,TRUE,Initiative 1,Product 1,Product Group 2,Compound 4,Others,Best Clinical Practices,7EFA7E62,Sanchez,0d5f979b7dd34049ad,THERAPY 1,Non KOL,WCT-410389,9,FALSE,e99FT591875,Initiative 1,IJ269944,COMM
Digital,Online,Reactive,07-02-2025,Off-Site,TRUE,Initiative 2,Product 3,Product Group 3,Compound 4,Others,Elite Launch Support,2D22664A,Paul,175d20abde9e44c088,THERAPY 1,Non KOL,WCT-410271,0,TRUE,e99FT484548,Initiative 1,IJ841524,COMM
Telephone,Mail,Other,16-10-2024,Practice-Site,TRUE,Initiative 4,Product 1,Product Group 1,Compound 3,KOL,FAS BTX Differentiations,E3B31130,Robin,a11a34c72e0941668c,THERAPY 2,Non KOL,WCT-410611,16,FALSE,e99FT375540,Initiative 7,IJ388555,MED
Digital,Mail,Proactive,18-06-2023,Practice-Site,FALSE,Initiative 4,Product 2,Product Group 3,Compound 5,Others,Study Support,B2BA5A91,Edward,30b522e5b2c14c2e90,THERAPY 1,NON-KOL,WCT-410339,5,TRUE,e99FT343600,Initiative 8,IJ606081,MED
Video Conferencing,Online,Proactive,11-11-2023,Clinical Program Proactive,FALSE,Initiative 12,Product 2,Product Group 2,Compound 5,Others,Portfolio Management,96640624,Shane,5e04b1b898d64cb882,THERAPY 1,KOL,WCT-410450,23,FALSE,e99FT295576,Initiative 6,IJ749875,MED
Telephone,Call,Other,15-10-2024,Off-Site,TRUE,Initiative 5,Product 2,Product Group 2,Compound 2,Others,Elite Launch Support,FB50B601,Collin,0d9d9cbfd7794bd189,THERAPY 3,KOL,WCT-410816,10,FALSE,e99FT712912,Initiative 12,IJ615696,MED
Face to Face,Call,Reactive,18-04-2023,Practice-Site,TRUE,Initiative 12,Product 1,Product Group 2,Compound 3,KOL,Elite Launch Support,5F8028C9,Bella,5f91b75fa87a474ab3,THERAPY 2,NON-KOL,WCT-410472,14,TRUE,e99FT506597,Initiative 6,IJ169358,COMM
Telephone,Online,Other,08-08-2023,Practice-Site,TRUE,Initiative 4,Product 1,Product Group 2,Compound 1,Others,Study Support,3F3B04B3,Robin,b961c3e5bde0449f91,THERAPY 2,NON-KOL,WCT-410760,0,FALSE,e99FT771976,Initiative 7,IJ481405,MED
Face to Face,In-Person,Proactive,15-01-2025,Off-Site,TRUE,Initiative 5,Product 2,Product Group 1,Compound 2,Others,Elite Launch Support,2CAF1B75,Glen,07f73d4d2090465cb1,THERAPY 2,NON-KOL,WCT-410257,3,FALSE,e99FT237854,Initiative 5,IJ933122,COMM
Digital,Online,Proactive,25-07-2023,Practice-Site,TRUE,Initiative 8,Product 2,Product Group 3,Compound 3,Others,Elite Launch Support,C6B8A481,Merry,bf4229c4c07941af87,THERAPY 3,NON-KOL,WCT-410100,21,TRUE,e99FT760946,Initiative 4,IJ935548,COMM
Digital,Mail,Other,19-03-2024,Off-Site,TRUE,Initiative 5,Product 3,Product Group 2,Compound 4,Others,Portfolio Management,800A3A32,Amanda,a1d10f8d0f5f487080,THERAPY 3,KOL,WCT-410251,13,TRUE,e99FT435471,Initiative 9,IJ668213,COMM
Digital,Online,Proactive,23-04-2023,Off-Site,FALSE,Initiative 3,Product 3,Product Group 3,Compound 1,Others,FAS BTX Differentiations,BAE8B7EC,Edward,7789cacaf325437bb3,THERAPY 3,Non KOL,WCT-410936,4,TRUE,e99FT740792,Initiative 3,IJ848032,COMM
Face to Face,Mail,Proactive,15-09-2023,Clinical Program Proactive,FALSE,Initiative 2,Product 2,Product Group 2,Compound 4,KOL,FAS BTX Differentiations,59A1DBD2,Collin,b65ecfe2a00e418d8d,THERAPY 1,NON-KOL,WCT-410120,0,FALSE,e99FT955747,Initiative 6,IJ868451,MED
Telephone,Mail,Reactive,17-12-2024,Practice-Site,TRUE,Initiative 12,Product 2,Product Group 3,Compound 3,KOL,Best Clinical Practices,F0EE4FE6,Steve,2f0641abb3ae421091,THERAPY 1,Non KOL,WCT-410374,6,FALSE,e99FT867619,Initiative 6,IJ385730,COMM
Face to Face,In-Person,Proactive,25-08-2024,Off-Site,TRUE,Initiative 8,Product 1,Product Group 3,Compound 5,KOL,Portfolio Management,A89B0427,Elvin,6c0226d27be5486c8a,THERAPY 3,KOL,WCT-410164,6,TRUE,e99FT631124,Initiative 12,IJ998913,MED
Video Conferencing,Mail,Reactive,20-06-2023,Off-Site,TRUE,Initiative 10,Product 3,Product Group 1,Compound 2,Others,Elite Launch Support,4BB93938,Gloria,06a6386dbc374148a2,THERAPY 1,Non KOL,WCT-410677,0,FALSE,e99FT726627,Initiative 2,IJ214952,COMM
Telephone,In-Person,Proactive,08-05-2024,Practice-Site,TRUE,Initiative 8,Product 2,Product Group 3,Compound 4,KOL,Elite Launch Support,A59A7E6B,Elvin,a4612f43a9c74cd5a7,THERAPY 1,Non KOL,WCT-410826,4,TRUE,e99FT224410,Initiative 1,IJ861514,MED
Video Conferencing,Online,Other,30-12-2023,Clinical Program Reactive,TRUE,Initiative 3,Product 2,Product Group 3,Compound 1,KOL,Study Support,BD45C6B7,Robin,9905bda38b794b7a90,THERAPY 1,KOL,WCT-410748,7,FALSE,e99FT986203,Initiative 8,IJ152272,MED
Face to Face,Call,Reactive,11-07-2023,Off-Site,TRUE,Initiative 6,Product 3,Product Group 1,Compound 2,Others,Best Clinical Practices,8ADB06D4,Merry,51af3de41b5a4be69f,THERAPY 3,Non KOL,WCT-410578,25,FALSE,e99FT907199,Initiative 10,IJ347695,MED
Digital,In-Person,Reactive,18-09-2024,Practice-Site,FALSE,Initiative 10,Product 3,Product Group 1,Compound 3,Others,FAS BTX Differentiations,3C2F8F98,Collin,d4b29423bfe644db83,THERAPY 1,NON-KOL,WCT-410982,10,TRUE,e99FT579560,Initiative 7,IJ236742,COMM
Face to Face,Mail,Other,14-07-2023,Practice-Site,FALSE,Initiative 9,Product 1,Product Group 3,Compound 3,Others,Study Support,B1A674EE,Paul,0f7015360d774cb6ab,THERAPY 2,Non KOL,WCT-410471,11,TRUE,e99FT828531,Initiative 8,IJ787520,MED
Digital,Call,Proactive,21-10-2023,Off-Site,TRUE,Initiative 11,Product 1,Product Group 2,Compound 3,KOL,Best Clinical Practices,B97A8E93,Gloria,15037f2904ef4caea6,THERAPY 1,Non KOL,WCT-410279,8,TRUE,e99FT894301,Initiative 11,IJ255903,COMM
Digital,Online,Other,24-05-2024,Clinical Program Reactive,FALSE,Initiative 3,Product 2,Product Group 2,Compound 5,KOL,FAS BTX Differentiations,3750F6B3,Collin,b4c0ac1f4cab4e5b83,THERAPY 2,Non KOL,WCT-410428,3,FALSE,e99FT695259,Initiative 2,IJ155654,MED
Face to Face,Call,Other,21-07-2024,Clinical Program Proactive,FALSE,Initiative 4,Product 2,Product Group 1,Compound 4,Others,Best Clinical Practices,7DF6DCF8,Amanda,2c309919eae24f5383,THERAPY 1,NON-KOL,WCT-410459,9,FALSE,e99FT851204,Initiative 11,IJ923010,MED
Digital,Call,Proactive,03-12-2023,Practice-Site,FALSE,Initiative 11,Product 2,Product Group 3,Compound 3,KOL,Elite Launch Support,1B37B269,Denver,b3516d7578194ea483,THERAPY 2,KOL,WCT-410047,10,TRUE,e99FT784956,Initiative 6,IJ105396,COMM
Digital,In-Person,Reactive,02-09-2024,Clinical Program Proactive,FALSE,Initiative 7,Product 1,Product Group 3,Compound 1,KOL,Best Clinical Practices,5B2123C5,Morgan,375af85b48184d7ebb,THERAPY 2,KOL,WCT-410339,17,FALSE,e99FT470027,Initiative 11,IJ182920,COMM
Video Conferencing,In-Person,Other,16-02-2024,Clinical Program Reactive,TRUE,Initiative 4,Product 2,Product Group 3,Compound 1,KOL,Portfolio Management,1BAD5597,Dimtri,70dc32873f37471cbc,THERAPY 2,NON-KOL,WCT-410258,23,TRUE,e99FT160387,Initiative 6,IJ925894,MED
Digital,Call,Proactive,22-10-2024,Clinical Program Reactive,TRUE,Initiative 12,Product 3,Product Group 1,Compound 5,KOL,Elite Launch Support,5429E9B9,Merry,6ba22697b1d24c1281,THERAPY 3,Non KOL,WCT-410299,2,FALSE,e99FT954791,Initiative 3,IJ511537,COMM
Digital,In-Person,Reactive,13-03-2025,Practice-Site,TRUE,Initiative 11,Product 2,Product Group 3,Compound 3,KOL,FAS BTX Differentiations,84B14305,Amanda,4119b7c870e046e19e,THERAPY 2,NON-KOL,WCT-410721,21,FALSE,e99FT753954,Initiative 5,IJ801609,MED
Telephone,In-Person,Other,30-04-2024,Practice-Site,FALSE,Initiative 2,Product 2,Product Group 2,Compound 5,Others,Portfolio Management,44621279,Gloria,9eccf6dbed3d4aaf97,THERAPY 2,Non KOL,WCT-410277,25,TRUE,e99FT846659,Initiative 1,IJ182810,COMM
Telephone,In-Person,Other,26-02-2024,Off-Site,FALSE,Initiative 9,Product 3,Product Group 2,Compound 4,Others,Elite Launch Support,199FBB90,Mathew,43bd02b8fb544cc998,THERAPY 3,KOL,WCT-410174,15,TRUE,e99FT222514,Initiative 1,IJ489509,MED
Face to Face,Call,Proactive,21-08-2023,Practice-Site,FALSE,Initiative 9,Product 2,Product Group 1,Compound 3,KOL,FAS BTX Differentiations,C5BC7FDB,Meilena,4660545b7a104b9183,THERAPY 2,NON-KOL,WCT-410389,6,FALSE,e99FT260264,Initiative 4,IJ259377,MED
Face to Face,Online,Reactive,29-09-2023,Clinical Program Reactive,FALSE,Initiative 10,Product 3,Product Group 3,Compound 1,Others,Portfolio Management,972E0BF8,Mathew,fe9243266c5d40fd87,THERAPY 1,NON-KOL,WCT-410428,9,FALSE,e99FT513224,Initiative 12,IJ207368,MED
Digital,In-Person,Other,14-11-2024,Practice-Site,TRUE,Initiative 3,Product 3,Product Group 3,Compound 3,KOL,Study Support,85D57940,Bella,7733b910376341db89,THERAPY 2,NON-KOL,WCT-410111,11,FALSE,e99FT819598,Initiative 2,IJ667421,MED
Telephone,Mail,Reactive,10-03-2024,Practice-Site,FALSE,Initiative 5,Product 1,Product Group 3,Compound 4,KOL,Best Clinical Practices,2A16BF4B,Edward,d5fa146184d2478387,THERAPY 3,Non KOL,WCT-410428,13,TRUE,e99FT315718,Initiative 12,IJ894641,COMM
Video Conferencing,In-Person,Reactive,05-08-2023,Practice-Site,TRUE,Initiative 11,Product 2,Product Group 1,Compound 4,Others,FAS BTX Differentiations,82E4607A,Shane,efc2f9d62088455d8b,THERAPY 3,Non KOL,WCT-410758,8,FALSE,e99FT448454,Initiative 3,IJ870927,COMM
Face to Face,In-Person,Reactive,30-10-2024,Clinical Program Reactive,FALSE,Initiative 10,Product 3,Product Group 3,Compound 4,KOL,FAS BTX Differentiations,5E1C3998,Collin,5e353cef41414076b8,THERAPY 3,Non KOL,WCT-410021,1,TRUE,e99FT123780,Initiative 6,IJ291924,COMM
Digital,In-Person,Proactive,31-10-2024,Practice-Site,FALSE,Initiative 7,Product 2,Product Group 1,Compound 2,KOL,FAS BTX Differentiations,8.49E+07,Kevin,9ef34b3263af4aa383,THERAPY 1,KOL,WCT-410688,9,FALSE,e99FT254384,Initiative 11,IJ569279,MED
Telephone,In-Person,Reactive,15-11-2023,Clinical Program Proactive,TRUE,Initiative 3,Product 1,Product Group 1,Compound 5,KOL,Study Support,2A25DB1A,Dimtri,8f2f50fdfb9341549b,THERAPY 1,KOL,WCT-410442,14,TRUE,e99FT399650,Initiative 1,IJ739430,COMM
Digital,Call,Proactive,29-08-2023,Off-Site,FALSE,Initiative 12,Product 2,Product Group 1,Compound 2,Others,FAS BTX Differentiations,76206102,Kevin,b9cf23df8d6c46558b,THERAPY 2,Non KOL,WCT-410946,13,TRUE,e99FT288496,Initiative 12,IJ652387,MED
Telephone,Online,Reactive,09-10-2023,Off-Site,FALSE,Initiative 10,Product 2,Product Group 1,Compound 4,KOL,Elite Launch Support,3BDDE2CD,Meilena,bdac297cbc1e4b8ca2,THERAPY 1,NON-KOL,WCT-410700,15,TRUE,e99FT910577,Initiative 2,IJ191675,MED
Video Conferencing,Online,Proactive,19-01-2025,Off-Site,TRUE,Initiative 11,Product 1,Product Group 3,Compound 1,Others,Elite Launch Support,332A6387,Elvin,1b623d04b171433f83,THERAPY 2,NON-KOL,WCT-410881,22,FALSE,e99FT681838,Initiative 5,IJ631954,COMM
Digital,Call,Proactive,01-02-2025,Clinical Program Reactive,FALSE,Initiative 2,Product 1,Product Group 2,Compound 5,KOL,Elite Launch Support,46F225C0,Collin,1a22438797ab4dcb9f,THERAPY 2,KOL,WCT-410871,18,TRUE,e99FT669347,Initiative 9,IJ921269,COMM
Video Conferencing,In-Person,Proactive,19-07-2023,Clinical Program Reactive,TRUE,Initiative 1,Product 3,Product Group 3,Compound 3,Others,Study Support,FBA14554,Mathew,40bee7f84bb843b39f,THERAPY 2,NON-KOL,WCT-410295,20,FALSE,e99FT626229,Initiative 11,IJ382585,MED
Digital,Online,Reactive,11-11-2023,Clinical Program Proactive,FALSE,Initiative 3,Product 1,Product Group 3,Compound 5,Others,Portfolio Management,854141AB,Shane,1dfd034579254b91bb,THERAPY 3,NON-KOL,WCT-410516,4,FALSE,e99FT277412,Initiative 8,IJ373395,COMM
Digital,In-Person,Other,05-01-2024,Clinical Program Reactive,FALSE,Initiative 12,Product 1,Product Group 2,Compound 1,KOL,Portfolio Management,F6D4CF6D,Elvin,85f802024cce4f8c94,THERAPY 2,Non KOL,WCT-410139,20,TRUE,e99FT763660,Initiative 11,IJ363882,COMM
Telephone,Online,Proactive,16-11-2023,Off-Site,FALSE,Initiative 10,Product 1,Product Group 3,Compound 4,KOL,FAS BTX Differentiations,9EC6EAC3,Chris,a092826e70f843afaf,THERAPY 3,KOL,WCT-410853,13,FALSE,e99FT333388,Initiative 1,IJ453827,MED
Video Conferencing,Online,Reactive,25-02-2024,Clinical Program Proactive,TRUE,Initiative 9,Product 3,Product Group 1,Compound 3,KOL,Best Clinical Practices,4729F723,Denver,239c497ce5f9416f9e,THERAPY 2,Non KOL,WCT-410770,16,FALSE,e99FT893959,Initiative 11,IJ496617,MED
Digital,Call,Other,28-03-2025,Practice-Site,TRUE,Initiative 2,Product 1,Product Group 3,Compound 5,KOL,Best Clinical Practices,A1691510,Chris,582a20a713e34919a2,THERAPY 2,KOL,WCT-410883,24,TRUE,e99FT485237,Initiative 1,IJ673828,MED
Video Conferencing,In-Person,Reactive,06-05-2024,Clinical Program Proactive,TRUE,Initiative 5,Product 2,Product Group 1,Compound 5,KOL,Best Clinical Practices,A674657E,Collin,dc20f207403646e5ac,THERAPY 2,KOL,WCT-410403,11,TRUE,e99FT912737,Initiative 3,IJ182195,COMM
Face to Face,Online,Reactive,15-11-2023,Off-Site,TRUE,Initiative 5,Product 2,Product Group 3,Compound 5,Others,Portfolio Management,71C7569A,Merry,35d75f54eaec429f98,THERAPY 1,NON-KOL,WCT-410996,19,FALSE,e99FT480355,Initiative 8,IJ254783,MED
Telephone,Online,Reactive,08-01-2025,Off-Site,TRUE,Initiative 1,Product 3,Product Group 1,Compound 2,Others,Elite Launch Support,6DBA5CE8,Morgan,0f84babf18c740a28e,THERAPY 2,Non KOL,WCT-410790,20,FALSE,e99FT442025,Initiative 12,IJ913026,MED
Video Conferencing,Mail,Proactive,17-10-2024,Off-Site,TRUE,Initiative 4,Product 3,Product Group 2,Compound 1,Others,Best Clinical Practices,EEFB17BD,Alyssa,fbfbc4f1e6e940099c,THERAPY 1,NON-KOL,WCT-410376,14,TRUE,e99FT381386,Initiative 3,IJ783293,COMM
Video Conferencing,Online,Reactive,22-10-2024,Practice-Site,TRUE,Initiative 1,Product 3,Product Group 3,Compound 2,Others,Elite Launch Support,AADCCA08,Denver,88547c295403402ea9,THERAPY 2,NON-KOL,WCT-410310,21,TRUE,e99FT470384,Initiative 9,IJ341136,COMM
Digital,Online,Reactive,21-02-2024,Clinical Program Reactive,FALSE,Initiative 4,Product 2,Product Group 2,Compound 5,KOL,FAS BTX Differentiations,C3595B41,Denver,cb8c94f3974048c9b0,THERAPY 3,Non KOL,WCT-410826,13,TRUE,e99FT751316,Initiative 10,IJ257232,MED
Telephone,Mail,Proactive,24-09-2023,Practice-Site,FALSE,Initiative 2,Product 2,Product Group 1,Compound 5,KOL,Portfolio Management,13F11E0A,Merry,41b175382dc749bd81,THERAPY 1,NON-KOL,WCT-410805,12,TRUE,e99FT990041,Initiative 4,IJ920416,MED
Digital,Online,Other,23-09-2024,Clinical Program Proactive,FALSE,Initiative 10,Product 2,Product Group 2,Compound 2,Others,Study Support,C68E5EE7,Dimtri,6131193da2be450695,THERAPY 1,Non KOL,WCT-410995,14,TRUE,e99FT354172,Initiative 4,IJ214085,COMM
Digital,Online,Reactive,21-08-2024,Off-Site,TRUE,Initiative 7,Product 3,Product Group 3,Compound 1,Others,Study Support,A94CC824,Kevin,46fc8547470141e89a,THERAPY 3,KOL,WCT-410363,7,FALSE,e99FT868783,Initiative 10,IJ375664,MED
Video Conferencing,Call,Reactive,17-01-2025,Clinical Program Proactive,FALSE,Initiative 10,Product 3,Product Group 3,Compound 1,Others,FAS BTX Differentiations,F0FC1EA5,Meilena,37fc647a4af84b93b8,THERAPY 2,KOL,WCT-410169,23,TRUE,e99FT786191,Initiative 3,IJ103234,COMM
Face to Face,Mail,Other,07-01-2024,Clinical Program Proactive,FALSE,Initiative 3,Product 3,Product Group 1,Compound 1,KOL,Elite Launch Support,721217A3,Morgan,9b96d57fc77240b3a9,THERAPY 1,NON-KOL,WCT-410451,13,TRUE,e99FT382441,Initiative 4,IJ167765,MED
Telephone,In-Person,Reactive,14-07-2023,Clinical Program Proactive,FALSE,Initiative 1,Product 1,Product Group 2,Compound 2,KOL,Study Support,AAF024CC,Morgan,03303949786e4e5ca5,THERAPY 2,KOL,WCT-410014,13,FALSE,e99FT559704,Initiative 5,IJ693022,MED
Digital,Online,Reactive,19-08-2023,Clinical Program Proactive,TRUE,Initiative 8,Product 2,Product Group 1,Compound 5,KOL,Best Clinical Practices,C3BCD2B1,Robin,5800883d6def440981,THERAPY 2,Non KOL,WCT-410766,21,TRUE,e99FT824380,Initiative 3,IJ714182,MED
Video Conferencing,Mail,Reactive,28-04-2024,Practice-Site,TRUE,Initiative 1,Product 2,Product Group 1,Compound 5,KOL,Study Support,21B8C73F,Daniella,c27793b1661e4ab5ae,THERAPY 3,Non KOL,WCT-410076,22,FALSE,e99FT132000,Initiative 8,IJ483136,COMM
Digital,In-Person,Proactive,13-10-2023,Practice-Site,TRUE,Initiative 2,Product 2,Product Group 2,Compound 1,KOL,FAS BTX Differentiations,9CB1CFD7,Sanchez,85888df1814c4b4ca8,THERAPY 2,Non KOL,WCT-410906,25,FALSE,e99FT999934,Initiative 6,IJ609094,MED
Face to Face,In-Person,Other,02-04-2024,Practice-Site,TRUE,Initiative 11,Product 1,Product Group 3,Compound 2,Others,Elite Launch Support,DE93D717,Alyssa,d1a944664b754e7c9b,THERAPY 3,Non KOL,WCT-410241,20,TRUE,e99FT330931,Initiative 8,IJ410167,COMM
Telephone,Mail,Proactive,04-11-2024,Off-Site,TRUE,Initiative 2,Product 1,Product Group 3,Compound 1,KOL,FAS BTX Differentiations,B3A1FF3A,Glen,fcb8c4c1c75745e1bd,THERAPY 1,Non KOL,WCT-410895,24,TRUE,e99FT484016,Initiative 9,IJ520303,COMM
Video Conferencing,Online,Reactive,06-03-2025,Practice-Site,FALSE,Initiative 4,Product 2,Product Group 1,Compound 1,Others,Portfolio Management,8514116,Denver,11424885fae14d068a,THERAPY 2,NON-KOL,WCT-410776,8,FALSE,e99FT772841,Initiative 5,IJ617853,MED
